,tweet_id,source,text,rating_numerator,rating_denominator,pets_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,date,time,developmentalStage,dogTypeMax,dogConfsMax,new_dog_rating,dog_counts
412,822975315408461824,Twitter for iPhone,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,12.0,10.0,Albus,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,1.0,bathtub,0.331098,False,tub,0.24886,False,Pembroke,0.233162,True,18475.0,3778.0,2017-01-22 00:00:00,2018-10-13 01:12:00,no-entry,bathtub,0.233162,12.0,1.0
416,822610361945911296,Twitter for iPhone,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,12.0,10.0,,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,1.0,cocker_spaniel,0.6644869999999999,True,Norfolk_terrier,0.075089,True,Norwich_terrier,0.0596439,True,15787.0,3254.0,2017-01-21 00:00:00,2018-10-13 01:02:00,no-entry,cocker_spaniel,0.6644869999999999,12.0,1.0
419,822244816520155136,Twitter for iPhone,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,11.0,10.0,,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,1.0,Samoyed,0.585441,True,Pomeranian,0.193654,True,Arctic_fox,0.0716476,False,37467.0,10832.0,2017-01-20 00:00:00,2018-10-13 00:50:00,no-entry,Samoyed,0.585441,11.0,1.0
421,821886076407029760,Twitter for iPhone,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,13.0,10.0,Jimison,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1.0,golden_retriever,0.26623800000000003,True,cocker_spaniel,0.223325,True,Irish_setter,0.151631,True,12151.0,2573.0,2017-01-19 00:00:00,2018-10-13 01:04:00,no-entry,golden_retriever,0.26623800000000003,13.0,1.0
423,821765923262631936,Twitter for iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,13.0,10.0,Duchess,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1.0,golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True,9013.0,1827.0,2017-01-18 00:00:00,2018-10-13 17:07:00,doggo,golden_retriever,0.980071,13.0,1.0
428,821149554670182400,Twitter for iPhone,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,12.0,10.0,Luca,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,1.0,German_shepherd,0.515933,True,malinois,0.203651,True,Irish_setter,0.0910551,True,9345.0,2210.0,2017-01-17 00:00:00,2018-10-13 00:18:00,no-entry,German_shepherd,0.515933,12.0,1.0
430,821044531881721856,Twitter for iPhone,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,12.0,10.0,Flash,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,1.0,Old_English_sheepdog,0.14802,True,Airedale,0.133534,True,Tibetan_mastiff,0.120903,True,13560.0,2515.0,2017-01-16 00:00:00,2018-10-13 17:20:00,no-entry,Old_English_sheepdog,0.14802,12.0,1.0
436,820314633777061888,Twitter for iPhone,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",14.0,10.0,,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,2.0,Gordon_setter,0.940724,True,black-and-tan_coonhound,0.0420412,True,Rottweiler,0.00941743,True,3573.0,624.0,2017-01-14 00:00:00,2018-10-13 17:00:00,no-entry,Gordon_setter,0.940724,14.0,1.0
439,819952236453363712,Twitter for iPhone,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",13.0,10.0,Oliver,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1.0,American_Staffordshire_terrier,0.925505,True,Staffordshire_bullterrier,0.0362215,True,Italian_greyhound,0.020411900000000004,True,5696.0,1303.0,2017-01-13 00:00:00,2018-10-13 17:00:00,puppo,American_Staffordshire_terrier,0.925505,13.0,1.0
442,819588359383371776,Twitter for iPhone,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,13.0,10.0,Jazzy,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,1.0,Cardigan,0.5479350000000001,True,basenji,0.116442,True,Shetland_sheepdog,0.101681,True,10241.0,2165.0,2017-01-12 00:00:00,2018-10-13 16:54:00,no-entry,Cardigan,0.5479350000000001,13.0,1.0
445,819227688460238848,Twitter for iPhone,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,12.0,10.0,Finn,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,1.0,Border_terrier,0.4824520000000001,True,German_shepherd,0.181082,True,Norwegian_elkhound,0.0652566,True,24755.0,7357.0,2017-01-11 00:00:00,2018-10-13 17:01:00,no-entry,Border_terrier,0.4824520000000001,12.0,1.0
449,819004803107983360,Twitter for iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,14.0,10.0,Bo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1.0,standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,92552.0,40368.0,2017-01-11 00:00:00,2018-10-13 02:15:00,doggo,standard_poodle,0.351308,14.0,1.0
451,818627210458333184,Twitter for iPhone,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,13.0,10.0,Wafer,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,1.0,Labrador_retriever,0.384188,True,beagle,0.255917,True,grocery_store,0.0797995,False,23796.0,8203.0,2017-01-10 00:00:00,2018-10-13 01:15:00,no-entry,Labrador_retriever,0.384188,13.0,1.0
454,818536468981415936,Twitter for iPhone,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,11.0,10.0,Tom,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,1.0,swing,0.999403,False,Welsh_springer_spaniel,6.229489999999999e-05,True,bow,3.04619e-05,False,11709.0,2731.0,2017-01-09 00:00:00,2018-10-13 19:14:00,no-entry,swing,6.229489999999999e-05,11.0,1.0
456,818259473185828864,Twitter for iPhone,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,12.0,10.0,Florence,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1.0,miniature_schnauzer,0.367368,True,toy_poodle,0.112479,True,standard_schnauzer,0.095434,True,11821.0,2524.0,2017-01-09 00:00:00,2018-10-13 00:53:00,no-entry,miniature_schnauzer,0.367368,12.0,1.0
464,817415592588222464,Twitter for iPhone,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2",11.0,10.0,Strudel,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,1.0,Doberman,0.806163,True,black-and-tan_coonhound,0.0973859,True,miniature_pinscher,0.0859928,True,6035.0,1062.0,2017-01-06 00:00:00,2018-10-13 17:00:00,no-entry,Doberman,0.806163,11.0,1.0
466,817171292965273600,Twitter for iPhone,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,13.0,10.0,Tebow,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,1.0,golden_retriever,0.295483,True,Irish_setter,0.144431,True,Chesapeake_Bay_retriever,0.07787899999999999,True,9368.0,2213.0,2017-01-06 00:00:00,2018-10-13 00:49:00,no-entry,golden_retriever,0.295483,13.0,1.0
467,817120970343411712,Twitter for iPhone,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,13.0,10.0,,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,1.0,Saluki,0.568809,True,Afghan_hound,0.229352,True,golden_retriever,0.15713,True,13059.0,2891.0,2017-01-05 00:00:00,2018-10-13 21:29:00,no-entry,Saluki,0.568809,13.0,1.0
468,817056546584727552,Twitter for iPhone,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,11.0,10.0,Chloe,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,1.0,kelpie,0.8644149999999999,True,French_bulldog,0.0974556,True,German_shepherd,0.00852587,True,9201.0,1819.0,2017-01-05 00:00:00,2018-10-13 17:13:00,no-entry,kelpie,0.8644149999999999,11.0,1.0
470,816816676327063552,Twitter for iPhone,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,12.0,10.0,Timber,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,1.0,malamute,0.668164,True,Pembroke,0.105033,True,Siberian_husky,0.077875,True,10723.0,2244.0,2017-01-05 00:00:00,2018-10-13 01:20:00,no-entry,malamute,0.668164,12.0,1.0
473,816336735214911488,Twitter for iPhone,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,11.0,10.0,Dudley,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,1.0,Labrador_retriever,0.91933,True,kuvasz,0.0494795,True,golden_retriever,0.0119342,True,9231.0,2157.0,2017-01-03 00:00:00,2018-10-13 17:33:00,no-entry,Labrador_retriever,0.91933,11.0,1.0
474,816091915477250048,Twitter for iPhone,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,12.0,10.0,Comet,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,3.0,Pomeranian,0.967345,True,Samoyed,0.00739748,True,papillon,0.0060165,True,9587.0,2375.0,2017-01-03 00:00:00,2018-10-13 01:20:00,no-entry,Pomeranian,0.967345,12.0,1.0
478,815966073409433600,Twitter for iPhone,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1.0,Tibetan_mastiff,0.506312,True,Tibetan_terrier,0.29569,True,otterhound,0.0362507,True,24115.0,9388.0,2017-01-02 00:00:00,2018-10-13 17:00:00,pupper,Tibetan_mastiff,0.506312,13.0,1.0
480,815736392542261248,Twitter for iPhone,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,11.0,10.0,Akumi,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,3.0,Border_collie,0.5489069999999999,True,Cardigan,0.17852300000000002,True,collie,0.146351,True,10566.0,2503.0,2017-01-02 00:00:00,2018-10-13 01:48:00,no-entry,Border_collie,0.5489069999999999,11.0,1.0
483,814986499976527872,Twitter for iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,11.0,10.0,Cooper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1.0,dalmatian,0.999828,True,boxer,6.78061e-05,True,American_Staffordshire_terrier,3.42436e-05,True,8208.0,1428.0,2016-12-31 00:00:00,2018-10-13 00:08:00,pupper,dalmatian,0.999828,11.0,1.0
484,814638523311648768,Twitter for iPhone,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv,12.0,10.0,Olivia,https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg,2.0,golden_retriever,0.650814,True,kuvasz,0.053281,True,cocker_spaniel,0.035439599999999995,True,12116.0,2991.0,2016-12-30 00:00:00,2018-10-13 01:05:00,no-entry,golden_retriever,0.650814,12.0,1.0
486,814530161257443328,Twitter for iPhone,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,12.0,10.0,Alf,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,1.0,miniature_poodle,0.626913,True,toy_poodle,0.26558200000000004,True,soft-coated_wheaten_terrier,0.0416142,True,9304.0,2048.0,2016-12-29 00:00:00,2018-10-13 17:54:00,no-entry,miniature_poodle,0.626913,12.0,1.0
489,813910438903693312,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,11.0,10.0,Chubbs,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1.0,Siberian_husky,0.6993550000000001,True,Eskimo_dog,0.256433,True,Norwegian_elkhound,0.0131888,True,9984.0,2079.0,2016-12-28 00:00:00,2018-10-13 00:52:00,doggo,Siberian_husky,0.6993550000000001,11.0,1.0
490,813812741911748608,Twitter for iPhone,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg",14.0,10.0,Gary,https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg,1.0,French_bulldog,0.709146,True,Boston_bull,0.247621,True,boxer,0.0188551,True,39058.0,15476.0,2016-12-27 00:00:00,2018-10-13 18:24:00,no-entry,French_bulldog,0.709146,14.0,1.0
491,813800681631023104,Twitter for iPhone,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1,12.0,10.0,Sky,https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg,1.0,malamute,0.501159,True,Siberian_husky,0.228792,True,Eskimo_dog,0.200388,True,8973.0,1945.0,2016-12-27 00:00:00,2018-10-13 17:36:00,no-entry,malamute,0.501159,12.0,1.0
492,813217897535406080,Twitter for iPhone,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81,13.0,10.0,Atlas,https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg,1.0,Samoyed,0.905972,True,Pomeranian,0.048038300000000006,True,West_Highland_white_terrier,0.0356671,True,20095.0,8059.0,2016-12-26 00:00:00,2018-10-13 03:00:00,no-entry,Samoyed,0.905972,13.0,1.0
493,813202720496779264,Twitter for iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,11.0,10.0,,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1.0,cocker_spaniel,0.701852,True,golden_retriever,0.120345,True,Labrador_retriever,0.0363202,True,9867.0,1984.0,2016-12-26 00:00:00,2018-10-13 02:00:00,doggo,cocker_spaniel,0.701852,11.0,1.0
494,813187593374461952,Twitter for iPhone,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ,13.0,10.0,,https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,1.0,golden_retriever,0.888181,True,Labrador_retriever,0.0423119,True,Saluki,0.00970173,True,21328.0,4821.0,2016-12-26 00:00:00,2018-10-13 01:00:00,no-entry,golden_retriever,0.888181,13.0,1.0
496,813157409116065792,Twitter for iPhone,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,12.0,10.0,Layla,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg,2.0,Siamese_cat,0.8439110000000001,False,Pembroke,0.07056710000000001,True,Cardigan,0.041916,True,8335.0,2450.0,2016-12-25 00:00:00,2018-10-13 23:00:00,no-entry,Siamese_cat,0.07056710000000001,12.0,1.0
499,813127251579564032,Twitter for iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,11.0,10.0,,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1.0,Norwegian_elkhound,0.432416,True,whippet,0.374223,True,Siberian_husky,0.032462599999999994,True,12765.0,3454.0,2016-12-25 00:00:00,2018-10-13 21:00:00,doggo,Norwegian_elkhound,0.432416,11.0,1.0
500,813112105746448384,Twitter for iPhone,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,12.0,10.0,Toby,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,1.0,dingo,0.287369,False,Pembroke,0.140682,True,basenji,0.0908189,True,11126.0,3046.0,2016-12-25 00:00:00,2018-10-13 20:00:00,no-entry,dingo,0.140682,12.0,1.0
501,813096984823349248,Twitter for iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,11.0,10.0,Rocky,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1.0,Great_Dane,0.128056,True,Boston_bull,0.117003,True,kelpie,0.08696430000000001,True,11314.0,3985.0,2016-12-25 00:00:00,2018-10-13 19:00:00,doggo,Great_Dane,0.128056,11.0,1.0
504,813051746834595840,Twitter for iPhone,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,13.0,10.0,Bauer,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,1.0,golden_retriever,0.914804,True,Labrador_retriever,0.08355,True,kuvasz,0.000453224,True,22539.0,8104.0,2016-12-25 00:00:00,2018-10-13 16:00:00,no-entry,golden_retriever,0.914804,13.0,1.0
507,812709060537683968,Twitter for iPhone,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,12.0,10.0,Brandi,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,1.0,Irish_setter,0.326873,True,golden_retriever,0.18261,True,Leonberg,0.156912,True,7125.0,1578.0,2016-12-24 00:00:00,2018-10-13 17:18:00,no-entry,Irish_setter,0.326873,12.0,1.0
509,812466873996607488,Twitter for iPhone,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux,12.0,10.0,Mary,https://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg,1.0,bath_towel,0.0998035,False,pillow,0.0923181,False,Great_Dane,0.0782055,True,8596.0,2124.0,2016-12-24 00:00:00,2018-10-13 01:16:00,no-entry,bath_towel,0.0782055,12.0,1.0
514,811627233043480576,Twitter for iPhone,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,10.0,10.0,Augie,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,1.0,beagle,0.39628,True,Pembroke,0.049561900000000006,True,wire-haired_fox_terrier,0.046349199999999986,True,13777.0,3473.0,2016-12-21 00:00:00,2018-10-13 17:39:00,no-entry,beagle,0.39628,10.0,1.0
515,811386762094317568,Twitter for iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,11.0,10.0,Craig,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,1.0,Pembroke,0.804177,True,Cardigan,0.18989,True,beagle,0.00196475,True,22500.0,7075.0,2016-12-21 00:00:00,2018-10-13 01:44:00,pupper,Pembroke,0.804177,11.0,1.0
517,810896069567610880,Twitter for iPhone,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",11.0,10.0,Hunter,https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,1.0,flat-coated_retriever,0.8208040000000001,True,Labrador_retriever,0.08231820000000001,True,curly-coated_retriever,0.0674605,True,9740.0,1979.0,2016-12-19 00:00:00,2018-10-13 17:14:00,no-entry,flat-coated_retriever,0.8208040000000001,11.0,1.0
519,810284430598270976,Twitter for iPhone,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,13.0,10.0,Phil,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,1.0,malamute,0.620768,True,Eskimo_dog,0.158395,True,Tibetan_mastiff,0.028961700000000007,True,38197.0,12635.0,2016-12-18 00:00:00,2018-10-13 00:43:00,no-entry,malamute,0.620768,13.0,1.0
521,809920764300447744,Twitter for iPhone,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo",10.0,10.0,,https://pbs.twimg.com/media/Cz1qo05XUAQ4qXp.jpg,1.0,Norwich_terrier,0.397163,True,toy_poodle,0.27454,True,miniature_poodle,0.134667,True,16679.0,4318.0,2016-12-17 00:00:00,2018-10-13 00:38:00,no-entry,Norwich_terrier,0.397163,10.0,1.0
523,809448704142938112,Twitter for iPhone,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo",12.0,10.0,,https://pbs.twimg.com/media/Czu9RiwVEAA_Okk.jpg,1.0,Greater_Swiss_Mountain_dog,0.375415,True,Cardigan,0.13431700000000002,True,English_springer,0.0736971,True,7454.0,1627.0,2016-12-15 00:00:00,2018-10-13 17:23:00,no-entry,Greater_Swiss_Mountain_dog,0.375415,12.0,1.0
525,809084759137812480,Twitter for iPhone,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h",11.0,10.0,Wallace,https://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg,1.0,vizsla,0.911412,True,bloodhound,0.017133900000000004,True,Labrador_retriever,0.011761,True,14235.0,3880.0,2016-12-14 00:00:00,2018-10-13 17:16:00,no-entry,vizsla,0.911412,11.0,1.0
