carat,cut,cut_ord,color,clarity,clarity_ord,price,bid
0.72,Ideal,5,H,VVS2,6,4302.86,3012.0019999999995
0.6,Very Good,3,E,SI2,2,1161.1000000000001,812.7700000000001
1.5,Very Good,3,E,SI2,2,8732.8,6112.959999999999
0.31,Ideal,5,G,VVS1,7,1307.5300000000002,915.2710000000001
1.0,Good,2,F,SI1,3,4822.2,3375.5399999999995
0.78,Good,2,F,VS1,4,3425.34,2397.738
1.76,Ideal,5,I,VS1,4,12144.38,8501.065999999999
0.9,Premium,4,E,SI1,3,4297.1,3007.9700000000003
1.0,Good,2,D,VS2,5,5730.2,4011.1399999999994
0.7,Premium,4,G,SI1,3,2614.4999999999995,1830.1499999999996
0.41,Premium,4,G,VVS2,6,1536.73,1075.711
0.52,Ideal,5,D,VS1,4,1712.2600000000002,1198.582
0.64,Premium,4,D,SI2,2,1655.7199999999998,1159.0039999999997
0.91,Premium,4,E,SI1,3,4381.23,3066.8609999999994
0.51,Ideal,5,D,VS2,5,2082.13,1457.491
0.3,Good,2,E,VVS2,6,295.0999999999999,206.56999999999994
0.47,Good,2,F,VS1,4,817.3099999999997,572.1169999999997
0.71,Ideal,5,F,VVS1,7,4672.73,3270.9109999999996
0.31,Ideal,5,F,VVS2,6,853.5300000000002,597.4710000000001
0.3,Ideal,5,H,VVS2,6,769.4000000000001,538.58
1.0,Premium,4,H,SI1,3,5138.4,3596.8799999999997
0.33,Ideal,5,E,VS2,5,567.79,397.453
1.04,Premium,4,F,SI2,2,5020.92,3514.644
0.71,Very Good,3,E,VS2,5,3448.5299999999997,2413.9709999999995
1.05,Very Good,3,E,SI2,2,4946.95,3462.865
0.42,Ideal,5,H,VVS1,7,2232.96,1563.072
0.33,Very Good,3,H,IF,8,1613.59,1129.513
0.32,Premium,4,I,VS2,5,325.55999999999995,227.89199999999994
1.01,Good,2,I,SI2,2,4452.329999999999,3116.630999999999
0.5,Ideal,5,G,VVS1,7,2906.0,2034.1999999999998
0.3,Premium,4,E,VS1,4,-296.6999999999998,-207.68999999999986
0.53,Ideal,5,D,VS2,5,2250.3900000000003,1575.2730000000001
1.04,Ideal,5,F,SI1,3,5633.02,3943.114
0.7,Ideal,5,E,VS1,4,3226.5999999999995,2258.6199999999994
0.36,Premium,4,D,VS2,5,662.0799999999999,463.4559999999999
0.27,Ideal,5,E,VS2,5,63.01000000000022,44.10700000000015
0.39,Ideal,5,E,VS2,5,1072.5700000000002,750.7990000000001
0.68,Ideal,5,E,VS1,4,3058.34,2140.838
0.7,Ideal,5,F,VS2,5,3680.5999999999995,2576.4199999999996
0.31,Ideal,5,F,IF,8,1761.5300000000002,1233.0710000000001
0.4,Ideal,5,F,VS1,4,702.7000000000003,491.89000000000016
0.43,Ideal,5,F,SI1,3,501.09000000000015,350.7630000000001
0.24,Very Good,3,F,VVS1,7,402.4200000000001,281.694
1.0,Premium,4,E,SI1,3,5138.4,3596.8799999999997
1.61,Premium,4,J,SI2,2,9816.33,6871.431
0.3,Very Good,3,J,VS1,4,-454.8000000000002,-318.3600000000001
1.0,Ideal,5,D,SI1,3,5296.5,3707.5499999999997
0.71,Premium,4,E,SI2,2,2244.6299999999997,1571.2409999999998
1.01,Ideal,5,H,SI1,3,5380.629999999999,3766.4409999999993
1.0,Very Good,3,F,SI2,2,4526.3,3168.41
0.46,Very Good,3,D,VS2,5,1345.28,941.6959999999999
0.92,Good,2,H,VS1,4,4603.16,3222.2119999999995
1.61,Premium,4,I,SI1,3,10270.33,7189.231
0.31,Very Good,3,I,VVS2,6,537.3299999999999,376.1309999999999
0.31,Ideal,5,D,VVS2,6,853.5300000000002,597.4710000000001
0.77,Ideal,5,H,VS2,5,4269.51,2988.657
1.2,Very Good,3,J,SI1,3,6662.900000000001,4664.03
0.78,Ideal,5,G,SI1,3,3445.6400000000003,2411.948
0.4,Ideal,5,E,SI2,2,-205.29999999999973,-143.7099999999998
0.56,Ideal,5,G,VS1,4,2048.7800000000007,1434.1460000000004
0.31,Premium,4,H,IF,8,1603.4300000000003,1122.401
0.41,Ideal,5,H,VVS1,7,2148.83,1504.1809999999998
0.32,Premium,4,I,SI1,3,-582.44,-407.708
0.38,Ideal,5,E,VS1,4,534.44,374.108
0.3,Ideal,5,E,VS2,5,315.4000000000001,220.78000000000006
1.25,Ideal,5,I,VS2,5,8307.75,5815.424999999999
1.79,Premium,4,I,VS1,4,12238.67,8567.069
0.43,Ideal,5,D,VS2,5,1409.0900000000001,986.363
0.35,Ideal,5,E,VS2,5,736.0499999999997,515.2349999999998
0.31,Premium,4,E,IF,8,1603.4300000000003,1122.401
0.71,Premium,4,F,SI1,3,2698.6299999999997,1889.0409999999997
0.51,Fair,1,G,SI1,3,541.7300000000001,379.21100000000007
0.32,Ideal,5,D,VS2,5,483.65999999999985,338.5619999999999
0.53,Ideal,5,D,SI2,2,888.3900000000003,621.8730000000002
1.0,Very Good,3,E,SI2,2,4526.3,3168.41
0.7,Ideal,5,E,SI1,3,2772.5999999999995,1940.8199999999995
1.7,Very Good,3,H,SI2,2,10415.4,7290.779999999999
1.17,Ideal,5,G,VS2,5,7634.709999999999,5344.296999999999
0.8,Very Good,3,H,VS2,5,4205.700000000001,2943.9900000000002
0.38,Premium,4,F,SI1,3,-77.65999999999985,-54.361999999999895
0.3,Ideal,5,G,SI2,2,-1046.6,-732.6199999999999
0.55,Ideal,5,E,SI1,3,1510.6500000000005,1057.4550000000004
0.7,Fair,1,H,VS1,4,2594.1999999999994,1815.9399999999994
0.31,Ideal,5,D,VS2,5,399.5300000000002,279.6710000000001
2.01,Very Good,3,H,I1,1,12569.429999999997,8798.600999999997
0.63,Ideal,5,J,SI2,2,1729.6899999999996,1210.7829999999997
0.7,Fair,1,F,VS1,4,2594.1999999999994,1815.9399999999994
1.59,Ideal,5,H,VS2,5,11168.17,7817.718999999999
0.38,Ideal,5,F,SI1,3,80.44000000000005,56.308000000000035
0.5,Ideal,5,G,VVS2,6,2452.0,1716.3999999999999
1.0,Good,2,H,VS1,4,5276.2,3693.3399999999997
0.52,Ideal,5,D,SI1,3,1258.2600000000002,880.7820000000002
0.31,Ideal,5,E,VS2,5,399.5300000000002,279.6710000000001
0.41,Premium,4,G,VS2,5,1082.73,757.911
1.21,Premium,4,E,SI2,2,6451.129999999999,4515.790999999999
0.64,Premium,4,F,VS2,5,3017.72,2112.4039999999995
0.7,Very Good,3,F,VS2,5,3364.3999999999996,2355.0799999999995
0.31,Good,2,H,VS2,5,-74.76999999999998,-52.338999999999984
0.82,Ideal,5,H,VVS1,7,5598.16,3918.7119999999995
1.06,Ideal,5,E,SI2,2,5347.280000000001,3743.096
0.54,Very Good,3,E,SI1,3,1110.3200000000004,777.2240000000003
1.52,Very Good,3,F,SI2,2,8901.060000000001,6230.742
1.5,Very Good,3,J,VVS2,6,10548.8,7384.159999999999
0.59,Very Good,3,D,VS1,4,1984.97,1389.479
1.17,Very Good,3,H,SI1,3,6410.509999999999,4487.356999999999
0.8,Ideal,5,D,SI1,3,3613.9000000000005,2529.73
1.03,Premium,4,H,SI2,2,4936.789999999999,3455.7529999999992
0.51,Ideal,5,G,VVS1,7,2990.13,2093.091
0.73,Ideal,5,G,SI2,2,2570.99,1799.6929999999998
0.51,Ideal,5,E,SI1,3,1174.13,821.8910000000001
0.31,Premium,4,G,VS2,5,241.4300000000003,169.0010000000002
0.38,Very Good,3,I,VS1,4,218.24,152.768
1.52,Good,2,J,VS2,5,10104.96,7073.471999999999
1.24,Premium,4,G,IF,8,9427.52,6599.264
1.02,Ideal,5,H,SI1,3,5464.76,3825.332
0.3,Ideal,5,I,VVS2,6,769.4000000000001,538.58
0.39,Premium,4,E,VS2,5,914.4700000000003,640.1290000000001
0.76,Good,2,D,VS2,5,3711.08,2597.756
0.52,Premium,4,F,VS2,5,2008.1600000000003,1405.7120000000002
1.02,Premium,4,E,VS2,5,6214.66,4350.262
0.4,Ideal,5,G,VS2,5,1156.7000000000003,809.6900000000002
0.52,Ideal,5,D,VVS2,6,2620.26,1834.182
0.52,Very Good,3,D,VS2,5,1850.0600000000002,1295.0420000000001
0.63,Premium,4,F,SI1,3,2025.5899999999997,1417.9129999999998
0.32,Premium,4,E,VVS2,6,779.56,545.6919999999999
0.4,Premium,4,D,VVS2,6,1452.6000000000004,1016.8200000000002
0.74,Ideal,5,E,SI2,2,2655.12,1858.5839999999998
1.07,Ideal,5,H,SI2,2,5431.41,3801.9869999999996
3.01,Good,2,I,SI2,2,21278.329999999998,14894.830999999998
0.31,Premium,4,G,VVS2,6,695.4300000000003,486.80100000000016
0.54,Ideal,5,J,VVS1,7,3242.5200000000004,2269.764
0.7,Very Good,3,G,SI1,3,2456.3999999999996,1719.4799999999996
2.48,Premium,4,I,SI1,3,17589.64,12312.748
0.3,Ideal,5,H,VS2,5,315.4000000000001,220.78000000000006
0.9,Good,2,I,SI2,2,3526.8999999999996,2468.8299999999995
0.33,Premium,4,G,VVS1,7,1317.69,922.3829999999999
1.3,Premium,4,G,VS2,5,8570.3,5999.209999999999
1.14,Good,2,G,SI2,2,5546.0199999999995,3882.2139999999995
0.62,Ideal,5,H,VVS1,7,3915.5600000000004,2740.8920000000003
0.31,Premium,4,E,VS1,4,-212.5699999999997,-148.79899999999978
0.3,Ideal,5,G,IF,8,1677.4,1174.18
1.02,Ideal,5,E,SI1,3,5464.76,3825.332
0.53,Ideal,5,G,VS2,5,2250.3900000000003,1575.2730000000001
1.08,Premium,4,G,SI2,2,5357.4400000000005,3750.208
1.01,Premium,4,F,SI2,2,4768.529999999999,3337.970999999999
1.13,Fair,1,H,SI2,2,5303.789999999999,3712.652999999999
1.7,Ideal,5,F,VS2,5,12093.6,8465.52
0.42,Ideal,5,F,VS1,4,870.96,609.672
1.08,Ideal,5,E,VS1,4,6423.540000000001,4496.478
0.77,Premium,4,J,VS2,5,4111.41,2877.9869999999996
1.11,Ideal,5,G,VS2,5,7129.93,4990.951
1.12,Ideal,5,E,SI2,2,5852.060000000001,4096.442000000001
1.2,Premium,4,H,VS1,4,7275.0,5092.5
1.02,Very Good,3,F,VS1,4,5602.56,3921.792
0.33,Ideal,5,G,VVS2,6,1021.79,715.2529999999999
0.31,Very Good,3,G,VVS1,7,991.3299999999999,693.9309999999999
1.25,Premium,4,J,SI1,3,7241.65,5069.155
1.25,Premium,4,H,VS2,5,8149.65,5704.754999999999
0.3,Ideal,5,E,VVS2,6,769.4000000000001,538.58
1.11,Ideal,5,G,VS2,5,7129.93,4990.951
0.61,Ideal,5,F,VS2,5,2923.4300000000003,2046.401
1.26,Very Good,3,G,SI1,3,7167.679999999999,5017.375999999999
0.32,Ideal,5,D,SI1,3,-424.34000000000015,-297.03800000000007
1.5,Premium,4,I,VS1,4,9798.9,6859.23
0.39,Ideal,5,F,SI1,3,164.57000000000016,115.19900000000011
1.73,Premium,4,H,SI2,2,10825.89,7578.122999999999
1.0,Ideal,5,I,SI2,2,4842.5,3389.75
2.39,Very Good,3,J,VS1,4,17128.37,11989.858999999999
1.52,Premium,4,H,SI1,3,9513.16,6659.2119999999995
0.33,Ideal,5,D,SI2,2,-794.21,-555.947
0.31,Ideal,5,I,VVS1,7,1307.5300000000002,915.2710000000001
1.2,Very Good,3,F,SI1,3,6662.900000000001,4664.03
0.36,Ideal,5,D,VVS2,6,1274.1799999999998,891.9259999999998
0.31,Ideal,5,I,VS2,5,399.5300000000002,279.6710000000001
0.37,Ideal,5,E,VS2,5,904.31,633.0169999999999
2.59,Ideal,5,J,VS1,4,19127.17,13389.018999999998
0.56,Ideal,5,E,VS2,5,2502.7800000000007,1751.9460000000004
1.01,Premium,4,F,SI1,3,5222.529999999999,3655.770999999999
0.71,Ideal,5,F,SI1,3,2856.7299999999996,1999.7109999999996
0.4,Very Good,3,G,SI2,2,-521.4999999999998,-365.04999999999984
1.02,Ideal,5,E,SI1,3,5464.76,3825.332
0.38,Very Good,3,H,SI2,2,-689.76,-482.83199999999994
1.01,Premium,4,G,SI2,2,4768.529999999999,3337.970999999999
0.84,Ideal,5,J,VS2,5,4858.42,3400.894
0.83,Premium,4,J,SI1,3,3708.19,2595.7329999999997
0.31,Premium,4,I,VVS2,6,695.4300000000003,486.80100000000016
2.01,Premium,4,J,SI2,2,13181.529999999997,9227.070999999998
0.43,Ideal,5,F,VVS1,7,2317.09,1621.963
0.34,Ideal,5,F,VS2,5,651.9200000000001,456.344
0.33,Ideal,5,E,VS1,4,113.78999999999996,79.65299999999996
1.0,Very Good,3,D,SI2,2,4526.3,3168.41
0.28,Ideal,5,G,SI1,3,-760.8599999999997,-532.6019999999997
0.4,Ideal,5,G,VVS2,6,1610.7000000000003,1127.49
1.08,Ideal,5,H,SI1,3,5969.540000000001,4178.678000000001
1.19,Fair,1,I,SI1,3,6262.57,4383.798999999999
1.51,Very Good,3,F,VS1,4,9724.93,6807.451
0.91,Very Good,3,E,SI2,2,3769.13,2638.391
0.43,Premium,4,G,VS2,5,1250.9900000000002,875.6930000000001
1.01,Ideal,5,E,VS2,5,6288.629999999999,4402.040999999999
0.53,Ideal,5,F,VS2,5,2250.3900000000003,1575.2730000000001
0.33,Very Good,3,D,VVS1,7,1159.59,811.7129999999999
1.11,Premium,4,F,SI2,2,5609.83,3926.881
1.02,Premium,4,F,VS1,4,5760.66,4032.4619999999995
1.01,Premium,4,F,SI1,3,5222.529999999999,3655.770999999999
0.9,Premium,4,H,SI1,3,4297.1,3007.9700000000003
1.03,Ideal,5,D,VVS2,6,6910.889999999999,4837.623
0.42,Ideal,5,D,VVS2,6,1778.96,1245.272
0.51,Ideal,5,G,VS1,4,1628.13,1139.691
0.71,Ideal,5,E,VVS2,6,4218.73,2953.1109999999994
1.6,Ideal,5,J,VS2,5,11252.300000000001,7876.610000000001
0.64,Very Good,3,D,VS2,5,2859.62,2001.7339999999997
1.07,Premium,4,F,SI1,3,5727.3099999999995,4009.1169999999993
0.63,Ideal,5,J,SI1,3,2183.6899999999996,1528.5829999999996
0.43,Premium,4,F,VS2,5,1250.9900000000002,875.6930000000001
0.34,Premium,4,G,VS2,5,493.82000000000016,345.6740000000001
0.3,Good,2,G,VS1,4,-612.9000000000001,-429.03000000000003
1.0,Very Good,3,F,SI1,3,4980.3,3486.21
1.01,Very Good,3,E,VS2,5,5972.429999999999,4180.700999999999
1.23,Good,2,J,SI1,3,6757.19,4730.032999999999
1.02,Premium,4,H,SI1,3,5306.66,3714.662
2.01,Fair,1,E,SI2,2,12707.229999999998,8895.060999999998
0.82,Ideal,5,F,SI2,2,3328.16,2329.7119999999995
0.32,Ideal,5,F,VS2,5,483.65999999999985,338.5619999999999
0.71,Premium,4,F,SI1,3,2698.6299999999997,1889.0409999999997
0.4,Very Good,3,E,SI2,2,-521.4999999999998,-365.04999999999984
0.4,Very Good,3,J,IF,8,2202.5,1541.75
0.51,Ideal,5,I,VS2,5,2082.13,1457.491
0.32,Good,2,D,VS2,5,9.359999999999673,6.5519999999997705
0.42,Ideal,5,G,VVS2,6,1778.96,1245.272
0.32,Very Good,3,I,VS1,4,-286.53999999999996,-200.57799999999997
1.66,Premium,4,J,VVS2,6,12052.98,8437.086
1.56,Very Good,3,I,SI1,3,9691.58,6784.106
1.5,Very Good,3,J,I1,1,8278.8,5795.159999999999
0.31,Ideal,5,E,IF,8,1761.5300000000002,1233.0710000000001
0.7,Good,2,E,VS2,5,3206.2999999999993,2244.4099999999994
0.7,Ideal,5,F,SI1,3,2772.5999999999995,1940.8199999999995
0.72,Ideal,5,H,SI2,2,2486.8599999999997,1740.8019999999997
0.52,Ideal,5,D,SI2,2,804.2600000000002,562.9820000000001
0.41,Very Good,3,F,VVS1,7,1832.6299999999999,1282.841
0.9,Very Good,3,H,VS1,4,4593.0,3215.1
2.06,Ideal,5,I,VS2,5,15122.279999999999,10585.595999999998
0.72,Ideal,5,I,VS1,4,3394.8599999999997,2376.4019999999996
0.38,Premium,4,E,VS2,5,830.3400000000001,581.238
0.51,Ideal,5,E,VS2,5,2082.13,1457.491
0.31,Premium,4,G,VVS1,7,1149.4300000000003,804.6010000000001
0.71,Very Good,3,J,SI1,3,2540.5299999999997,1778.3709999999996
2.22,Ideal,5,I,VS2,5,16468.36,11527.851999999999
1.24,Ideal,5,D,VVS2,6,8677.62,6074.334
1.02,Premium,4,F,VS2,5,6214.66,4350.262
0.78,Ideal,5,H,VVS2,6,4807.64,3365.348
0.34,Good,2,E,SI1,3,-730.3800000000001,-511.266
1.25,Premium,4,H,SI2,2,6787.65,4751.355
0.71,Ideal,5,G,VS1,4,3310.7299999999996,2317.5109999999995
0.7,Premium,4,E,SI1,3,2614.4999999999995,1830.1499999999996
0.3,Premium,4,J,VS2,5,157.30000000000018,110.11000000000013
1.03,Ideal,5,D,SI1,3,5548.889999999999,3884.2229999999995
0.53,Ideal,5,E,VS2,5,2250.3900000000003,1575.2730000000001
0.4,Premium,4,F,VVS2,6,1452.6000000000004,1016.8200000000002
0.57,Premium,4,D,VS1,4,1974.81,1382.367
1.01,Fair,1,E,SI1,3,4748.23,3323.7609999999995
0.71,Good,2,D,VS1,4,2836.4299999999994,1985.5009999999995
1.21,Ideal,5,G,VS1,4,7517.23,5262.061
1.54,Premium,4,I,SI2,2,9227.42,6459.1939999999995
0.32,Premium,4,I,VS1,4,-128.44000000000005,-89.90800000000003
0.93,Premium,4,G,VS2,5,5457.49,3820.2429999999995
0.71,Premium,4,D,VS2,5,3606.6299999999997,2524.6409999999996
2.33,Ideal,5,I,VS2,5,17393.79,12175.653
0.52,Premium,4,G,SI1,3,1100.1600000000003,770.1120000000002
2.01,Premium,4,J,SI2,2,13181.529999999997,9227.070999999998
0.53,Ideal,5,E,VS2,5,2250.3900000000003,1575.2730000000001
0.57,Premium,4,G,VS2,5,2428.81,1700.167
0.58,Good,2,G,SI1,3,1288.74,902.1179999999999
0.31,Premium,4,E,VS2,5,241.4300000000003,169.0010000000002
0.31,Good,2,H,VVS1,7,833.23,583.261
0.34,Ideal,5,E,VS2,5,651.9200000000001,456.344
1.01,Good,2,E,SI2,2,4452.329999999999,3116.630999999999
1.08,Ideal,5,G,VS1,4,6423.540000000001,4496.478
0.33,Ideal,5,I,VS1,4,113.78999999999996,79.65299999999996
1.11,Very Good,3,E,VS1,4,6359.7300000000005,4451.811
0.3,Ideal,5,E,VS2,5,315.4000000000001,220.78000000000006
1.01,Very Good,3,I,VS1,4,5518.429999999999,3862.9009999999994
1.73,Good,2,E,I1,1,10055.69,7038.983
1.5,Premium,4,H,SI2,2,8890.9,6223.629999999999
1.02,Premium,4,G,VVS1,7,7122.66,4985.861999999999
0.34,Ideal,5,G,IF,8,2013.92,1409.744
1.04,Good,2,F,SI2,2,4704.72,3293.304
0.5,Ideal,5,E,VS2,5,1998.0,1398.6
0.41,Ideal,5,J,VS2,5,1240.83,868.5809999999999
1.02,Premium,4,J,SI1,3,5306.66,3714.662
0.5,Premium,4,G,VS1,4,1385.9,970.13
0.66,Ideal,5,G,SI1,3,2436.08,1705.2559999999999
0.42,Premium,4,F,VVS1,7,2074.86,1452.402
0.3,Very Good,3,H,VS2,5,-0.8000000000001819,-0.5600000000001273
1.01,Very Good,3,D,SI2,2,4610.429999999999,3227.3009999999995
0.7,Fair,1,G,SI2,2,1686.1999999999994,1180.3399999999995
0.45,Good,2,G,VVS1,7,2011.05,1407.735
1.01,Ideal,5,E,VS1,4,5834.629999999999,4084.240999999999
0.74,Fair,1,G,SI1,3,2476.72,1733.7039999999997
1.45,Fair,1,J,SI2,2,7995.950000000001,5597.165
0.3,Ideal,5,I,SI1,3,-592.5999999999999,-414.81999999999994
1.62,Ideal,5,G,VS2,5,11420.560000000001,7994.392000000001
0.9,Good,2,E,SI2,2,3526.8999999999996,2468.8299999999995
0.31,Premium,4,E,VS2,5,241.4300000000003,169.0010000000002
1.03,Premium,4,H,I1,1,4482.789999999999,3137.952999999999
0.3,Premium,4,E,VS2,5,157.30000000000018,110.11000000000013
0.25,Very Good,3,D,VVS2,6,32.55000000000018,22.785000000000124
0.31,Premium,4,E,VS1,4,-212.5699999999997,-148.79899999999978
1.0,Premium,4,H,SI2,2,4684.4,3279.0799999999995
0.9,Very Good,3,D,SI2,2,3685.0,2579.5
1.0,Very Good,3,H,SI1,3,4980.3,3486.21
0.5,Very Good,3,H,SI1,3,773.8,541.66
1.91,Ideal,5,G,SI2,2,12498.33,8748.831
0.5,Premium,4,F,VS1,4,1385.9,970.13
1.03,Ideal,5,F,SI2,2,5094.889999999999,3566.4229999999993
1.1,Very Good,3,I,VS1,4,6275.600000000001,4392.920000000001
1.51,Ideal,5,H,SI2,2,9133.13,6393.190999999999
0.67,Ideal,5,F,SI2,2,2066.21,1446.347
1.35,Fair,1,J,SI1,3,7608.6500000000015,5326.055
1.02,Very Good,3,F,VVS2,6,6510.56,4557.392
0.31,Very Good,3,G,VVS1,7,991.3299999999999,693.9309999999999
0.79,Very Good,3,J,VS2,5,4121.570000000001,2885.099
0.3,Ideal,5,G,VVS2,6,769.4000000000001,538.58
0.52,Very Good,3,G,VS1,4,1396.0600000000002,977.2420000000001
0.33,Very Good,3,I,VS2,5,251.58999999999992,176.11299999999994
1.2,Ideal,5,F,VS2,5,7887.1,5520.97
0.78,Premium,4,F,SI2,2,2833.5400000000004,1983.478
0.41,Ideal,5,F,VVS2,6,1694.83,1186.3809999999999
0.4,Premium,4,D,SI1,3,90.60000000000036,63.42000000000025
0.42,Ideal,5,G,VS2,5,1324.96,927.472
0.52,Very Good,3,G,VVS2,6,2304.0600000000004,1612.842
0.76,Ideal,5,G,SI2,2,2823.38,1976.366
1.11,Premium,4,D,SI2,2,5609.83,3926.881
1.04,Ideal,5,G,VVS1,7,7449.02,5214.314
0.41,Very Good,3,G,VVS2,6,1378.6299999999999,965.0409999999998
0.33,Ideal,5,H,VVS2,6,1021.79,715.2529999999999
0.3,Ideal,5,I,SI1,3,-592.5999999999999,-414.81999999999994
0.32,Premium,4,G,VS2,5,325.55999999999995,227.89199999999994
0.34,Good,2,H,SI1,3,-730.3800000000001,-511.266
0.56,Premium,4,I,VVS1,7,3252.6800000000007,2276.876
0.7,Premium,4,F,SI2,2,2160.4999999999995,1512.3499999999997
0.33,Premium,4,G,IF,8,1771.69,1240.183
0.26,Premium,4,H,VVS1,7,728.7800000000002,510.14600000000013
1.0,Good,2,E,SI2,2,4368.2,3057.74
0.35,Ideal,5,E,VVS1,7,1644.0499999999997,1150.8349999999998
1.01,Premium,4,D,SI1,3,5222.529999999999,3655.770999999999
2.04,Premium,4,H,SI1,3,13887.92,9721.544
0.55,Ideal,5,H,SI2,2,1056.6500000000005,739.6550000000003
0.26,Very Good,3,F,VS1,4,-791.3199999999997,-553.9239999999998
0.41,Very Good,3,G,VS1,4,470.6299999999999,329.4409999999999
0.41,Ideal,5,E,VVS2,6,1694.83,1186.3809999999999
0.32,Ideal,5,I,VS1,4,29.659999999999854,20.761999999999897
0.36,Ideal,5,D,VS2,5,820.1799999999998,574.1259999999999
0.73,Very Good,3,E,SI2,2,2254.79,1578.3529999999998
0.33,Premium,4,H,IF,8,1771.69,1240.183
0.72,Very Good,3,E,VVS2,6,3986.66,2790.662
0.4,Good,2,D,SI1,3,-225.59999999999968,-157.91999999999976
1.28,Ideal,5,H,VVS1,7,9468.14,6627.697999999999
0.38,Ideal,5,G,VVS1,7,1896.44,1327.508
1.24,Ideal,5,H,VS2,5,8223.62,5756.534000000001
1.5,Good,2,G,SI2,2,8574.7,6002.29
1.5,Good,2,J,SI1,3,9028.7,6320.09
2.01,Ideal,5,H,SI1,3,13793.629999999997,9655.540999999997
1.1,Ideal,5,G,VS1,4,6591.800000000001,4614.26
0.5,Good,2,G,VS2,5,1523.7,1066.59
1.5,Premium,4,E,SI1,3,9344.9,6541.429999999999
1.5,Premium,4,J,VVS2,6,10706.9,7494.829999999999
1.06,Ideal,5,D,VVS2,6,7163.280000000001,5014.296
0.56,Very Good,3,E,VVS2,6,2640.580000000001,1848.4060000000004
0.95,Good,2,I,SI2,2,3947.5499999999993,2763.2849999999994
0.31,Premium,4,G,VVS1,7,1149.4300000000003,804.6010000000001
1.05,Very Good,3,H,SI1,3,5400.95,3780.6649999999995
2.01,Ideal,5,D,SI2,2,13339.629999999997,9337.740999999998
0.31,Very Good,3,E,SI1,3,-824.6700000000001,-577.269
0.56,Ideal,5,E,VS1,4,2048.7800000000007,1434.1460000000004
0.3,Ideal,5,D,VS2,5,315.4000000000001,220.78000000000006
0.7,Ideal,5,H,VVS2,6,4134.599999999999,2894.2199999999993
1.5,Very Good,3,I,SI2,2,8732.8,6112.959999999999
0.38,Ideal,5,F,VVS1,7,1896.44,1327.508
0.3,Very Good,3,I,SI1,3,-908.8000000000002,-636.1600000000001
0.71,Premium,4,D,SI2,2,2244.6299999999997,1571.2409999999998
1.0,Ideal,5,G,SI1,3,5296.5,3707.5499999999997
1.22,Premium,4,E,SI1,3,6989.26,4892.482
1.51,Ideal,5,G,VVS2,6,10949.13,7664.390999999999
2.01,Ideal,5,G,SI1,3,13793.629999999997,9655.540999999997
0.36,Premium,4,E,VVS2,6,1116.08,781.2559999999999
0.42,Ideal,5,G,VS1,4,870.96,609.672
0.91,Premium,4,F,VS2,5,5289.23,3702.4609999999993
1.29,Good,2,I,VS2,5,8169.97,5718.979
1.01,Very Good,3,G,SI1,3,5064.429999999999,3545.100999999999
1.63,Ideal,5,F,I1,1,9688.689999999999,6782.082999999999
2.0,Good,2,G,SI1,3,13235.2,9264.64
2.53,Premium,4,H,SI1,3,18010.29,12607.203
1.03,Fair,1,D,SI1,3,4916.49,3441.5429999999997
0.35,Ideal,5,G,IF,8,2098.0499999999997,1468.6349999999998
1.02,Good,2,H,SI2,2,4536.46,3175.522
1.51,Premium,4,H,I1,1,8521.029999999999,5964.720999999999
1.56,Ideal,5,F,VS1,4,10461.78,7323.246
0.23,Very Good,3,E,VVS1,7,318.28999999999996,222.80299999999997
0.66,Good,2,G,VS1,4,2415.7799999999997,1691.0459999999998
0.91,Premium,4,H,VS2,5,5289.23,3702.4609999999993
0.31,Very Good,3,I,SI1,3,-824.6700000000001,-577.269
0.44,Ideal,5,F,VVS2,6,1947.2199999999998,1363.0539999999999
0.4,Good,2,D,SI1,3,-225.59999999999968,-157.91999999999976
0.9,Very Good,3,I,SI1,3,4139.0,2897.2999999999997
0.59,Very Good,3,G,VS1,4,1984.97,1389.479
0.41,Ideal,5,E,VVS2,6,1694.83,1186.3809999999999
1.01,Very Good,3,G,VS1,4,5518.429999999999,3862.9009999999994
0.52,Very Good,3,I,SI1,3,942.0600000000002,659.4420000000001
0.37,Premium,4,G,SI1,3,-161.78999999999996,-113.25299999999997
1.51,Premium,4,F,SI1,3,9429.029999999999,6600.320999999999
2.01,Very Good,3,H,SI1,3,13477.429999999997,9434.200999999997
2.05,Premium,4,I,SI2,2,13518.049999999997,9462.634999999998
1.21,Premium,4,H,SI1,3,6905.129999999999,4833.590999999999
1.01,Very Good,3,H,VS1,4,5518.429999999999,3862.9009999999994
0.23,Good,2,E,VVS2,6,-293.8100000000004,-205.66700000000026
1.5,Fair,1,H,I1,1,7962.6,5573.82
0.73,Ideal,5,G,VS1,4,3478.99,2435.2929999999997
0.73,Very Good,3,J,VS2,5,3616.79,2531.7529999999997
0.56,Fair,1,F,SI1,3,962.3800000000007,673.6660000000004
0.33,Premium,4,H,VS1,4,-44.309999999999945,-31.01699999999996
1.71,Ideal,5,G,SI1,3,11269.73,7888.810999999999
2.15,Ideal,5,G,SI2,2,14517.45,10162.215
1.31,Ideal,5,F,SI1,3,7904.530000000001,5533.171
0.9,Good,2,F,SI1,3,3980.8999999999996,2786.6299999999997
0.38,Ideal,5,G,VS1,4,534.44,374.108
0.4,Premium,4,F,VVS1,7,1906.6000000000004,1334.6200000000001
